OrderID,OrderDate,CustomerName,Country,Category,Sub-Category,ProductName,Quantity,UnitPrice,Discount,ShippingCost,Profit
ORD100538,2023-09-20,Mark Young,Australia,Home,Decor,Decor Deep,2,554.74,0.21,43.65,169.82
ORD100539,2024-10-22,Kathryn Campos,UK,Home,Kitchen,Kitchen Reality,6,455.29,0.13,14.56,605.94
ORD100540,2025-04-07,Elizabeth Miller,India,Home,Furniture,Furniture Practice,2,874.5,0.17,14.09,301.99
ORD100541,2023-12-11,Teresa Sheppard,India,Home,Decor,Decor Doctor,9,422.14,0.04,13.32,820.8
ORD100542,2024-03-31,Erin Simon,India,Clothing,Jackets,Jackets Try,7,550.65,0.1,41.16,472.49
ORD100543,2023-09-08,Jasmine Mcdonald,Canada,Home,Furniture,Furniture Record,9,339.33,0.29,9.49,364.38
ORD100544,2024-06-09,Alexis Carter,Australia,Clothing,Jackets,Jackets Feel,6,681.46,0.19,28.91,711.97
ORD100545,2023-07-18,Michael Roach,Australia,Home,Kitchen,Kitchen Again,5,718.39,0.05,17.96,709.74
ORD100546,2025-05-24,Nancy Rodriguez,UK,Clothing,Shirts,Shirts Father,2,70.9,0.03,44.71,8.57
ORD100547,2025-01-30,Sophia Smith,India,Home,Decor,Decor Sort,2,180.12,0.03,8.56,64.92
ORD100548,2023-11-04,Lee Reese,France,Electronics,Laptops,Laptops Pick,1,969.71,0.06,45.71,247.96
ORD100549,2023-11-30,Gwendolyn Young,USA,Home,Furniture,Furniture Hope,10,454.62,0.28,40.65,804.0
ORD100550,2023-09-23,Cynthia Simmons,UK,Home,Kitchen,Kitchen Indeed,4,596.92,0.1,27.2,481.68
ORD100551,2023-09-28,David Fowler,France,Clothing,Shoes,Shoes Music,1,640.64,0.06,19.83,135.3
ORD100552,2024-01-04,Alicia Fernandez,Germany,Home,Kitchen,Kitchen Unit,10,65.81,0.12,18.95,101.85
ORD100553,2025-05-05,Nicholas Bentley,USA,Home,Decor,Decor Gas,4,83.16,0.14,21.74,35.41
ORD100554,2024-04-07,Brittany Sawyer,France,Home,Furniture,Furniture Forget,6,946.05,0.28,34.27,1109.81
ORD100555,2025-03-24,Tony Jones,Germany,Home,Kitchen,Kitchen Loss,6,421.18,0.08,25.68,456.83
ORD100556,2024-09-28,Catherine Johns,USA,Clothing,Shoes,Shoes Lead,7,163.17,0.24,21.71,77.31
ORD100557,2024-02-25,Alicia Bonilla,India,Clothing,Shoes,Shoes Sound,4,531.23,0.09,19.98,534.11
ORD100558,2024-09-01,Karen Ford,USA,Electronics,Accessories,Accessories House,7,765.05,0.24,31.53,1209.32
ORD100559,2024-06-05,Andrea Harris,France,Electronics,Laptops,Laptops Establish,4,202.86,0.1,25.17,120.2
ORD100560,2023-10-28,Brandon Gray,India,Clothing,Shirts,Shirts Air,6,949.59,0.05,28.94,1080.26
ORD100561,2025-05-04,Frank Garza,Canada,Clothing,Shirts,Shirts Choose,4,466.88,0.27,47.04,333.01
ORD100562,2024-09-02,Kim Stewart,India,Home,Decor,Decor Some,3,717.69,0.14,48.36,151.11
ORD100563,2023-09-28,April May,Germany,Electronics,Accessories,Accessories Fear,9,135.41,0.29,49.72,80.84
ORD100564,2024-08-29,William Vargas,Germany,Clothing,Jackets,Jackets Someone,3,775.85,0.18,7.05,240.25
ORD100565,2024-12-09,David Meyer,USA,Electronics,Accessories,Accessories If,5,88.44,0.03,49.1,98.33
ORD100566,2024-10-19,Joyce Proctor,Australia,Clothing,Jackets,Jackets Today,10,260.86,0.03,36.59,606.77
ORD100567,2025-01-13,Julie Chang,India,Clothing,Jackets,Jackets Republican,2,950.11,0.2,6.36,170.8
ORD100568,2024-03-25,Hannah Martin,Germany,Clothing,Shoes,Shoes Suggest,2,686.59,0.23,46.28,292.28
ORD100569,2024-01-11,Amanda Thompson,Australia,Electronics,Laptops,Laptops Oil,9,554.38,0.28,30.41,1012.94
ORD100570,2023-09-22,Stephanie Cole,UK,Home,Kitchen,Kitchen Store,4,972.78,0.15,32.63,304.64
ORD100571,2024-01-06,Patrick Porter,USA,Clothing,Shirts,Shirts View,5,768.02,0.02,42.7,384.25
ORD100572,2024-10-29,Kevin Howard,Canada,Clothing,Shirts,Shirts Treat,7,730.78,0.0,42.55,1424.03
ORD100573,2025-06-07,Ashley Cruz,India,Electronics,Laptops,Laptops Response,3,938.56,0.04,15.77,174.07
ORD100574,2024-07-21,Kimberly Mueller,India,Clothing,Jackets,Jackets Back,4,517.72,0.07,9.22,531.85
ORD100575,2025-03-01,Tammy Mitchell,India,Home,Decor,Decor Course,9,699.21,0.03,25.86,545.63
ORD100576,2024-07-18,Tyler Torres,India,Home,Decor,Decor Popular,1,344.65,0.13,20.54,23.24
ORD100577,2024-07-16,Richard Moran,Australia,Home,Decor,Decor Society,7,685.96,0.23,48.62,188.41
ORD100578,2025-05-31,Darrell Daniels,UK,Home,Furniture,Furniture That,3,206.15,0.2,19.11,33.24
ORD100579,2024-12-15,Daniel Thornton,USA,Clothing,Jackets,Jackets Adult,6,818.47,0.14,25.33,546.44
ORD100580,2023-10-02,Kenneth Matthews,France,Clothing,Jackets,Jackets Owner,2,983.28,0.19,33.3,334.14
ORD100581,2024-04-07,Charles Obrien,India,Clothing,Shoes,Shoes First,6,227.47,0.07,33.17,148.46
ORD100582,2023-11-02,Derek Miller,Canada,Electronics,Phones,Phones Plant,8,527.68,0.12,45.5,647.75
ORD100583,2024-06-01,Sheryl Edwards,UK,Home,Kitchen,Kitchen Learn,9,700.9,0.24,38.32,1429.11
ORD100584,2023-11-12,John Figueroa MD,Australia,Clothing,Shirts,Shirts On,10,804.26,0.22,10.26,668.76
ORD100585,2024-12-22,Brian Brewer,Australia,Clothing,Jackets,Jackets Task,7,775.96,0.03,37.75,1354.38
ORD100586,2023-09-01,Karen Martin,Germany,Home,Furniture,Furniture Season,5,333.44,0.26,31.21,128.25
ORD100587,2025-03-31,Hector Wilson,USA,Electronics,Phones,Phones Surface,2,420.94,0.29,14.88,106.05
ORD100588,2025-03-30,Jeanette Wright,Canada,Clothing,Shoes,Shoes Increase,10,637.68,0.23,48.83,1306.9
ORD100589,2024-01-18,Vanessa Martin,France,Clothing,Shirts,Shirts All,2,324.09,0.09,42.49,113.34
ORD100590,2024-03-31,Jeffrey Smith,Canada,Clothing,Shoes,Shoes Administration,10,484.47,0.22,46.41,875.16
ORD100591,2025-03-20,Clayton Hansen,UK,Electronics,Phones,Phones Song,9,870.58,0.26,15.16,1474.07
ORD100592,2025-02-26,Shelia Price,France,Electronics,Phones,Phones Next,9,992.46,0.11,15.55,799.0
ORD100593,2024-04-28,Chase Vazquez,USA,Home,Furniture,Furniture Sea,3,387.82,0.2,47.12,46.94
ORD100594,2023-12-31,Brandi Brown MD,Germany,Electronics,Phones,Phones Too,5,704.17,0.17,10.06,657.92
ORD100595,2025-05-30,Melissa Wolfe,UK,Electronics,Phones,Phones Test,2,940.88,0.09,23.59,429.49
ORD100596,2025-04-05,Priscilla Conrad,Canada,Clothing,Shoes,Shoes Region,6,443.16,0.02,9.97,643.35
ORD100597,2024-10-12,Donna King,UK,Clothing,Jackets,Jackets Trade,4,450.41,0.09,9.28,157.59
ORD100598,2025-05-10,Savannah Reyes,France,Electronics,Phones,Phones National,1,45.99,0.18,46.96,4.19
ORD100599,2024-05-09,John Jones,India,Electronics,Phones,Phones Collection,2,170.26,0.11,8.14,60.34
ORD100600,2023-08-20,Lauren Wall MD,Australia,Clothing,Shoes,Shoes Weight,4,921.33,0.05,49.94,840.66
ORD100601,2024-06-03,Robert Campbell,Germany,Electronics,Accessories,Accessories Dark,6,742.44,0.22,16.04,310.54
ORD100602,2024-10-17,Jean Thompson,France,Clothing,Shoes,Shoes Century,8,637.31,0.28,30.71,762.58
ORD100603,2025-01-13,Nancy Norton,Australia,Electronics,Accessories,Accessories Majority,5,143.78,0.05,6.54,34.23
ORD100604,2024-03-10,Michael Jackson,France,Clothing,Jackets,Jackets Doctor,7,905.12,0.27,30.28,1235.12
ORD100605,2023-12-11,Cody White,UK,Clothing,Shoes,Shoes Hold,3,457.52,0.01,40.01,287.63
ORD100606,2025-03-09,Gail Willis,USA,Clothing,Shoes,Shoes Marriage,6,316.41,0.15,6.68,379.0
ORD100607,2024-09-16,Justin Miller,Australia,Home,Furniture,Furniture Teacher,3,323.26,0.18,25.93,208.04
ORD100608,2023-06-30,Kimberly Rogers,USA,Electronics,Laptops,Laptops Unit,5,669.0,0.18,35.53,589.75
ORD100609,2024-12-24,Michael Diaz,Germany,Clothing,Jackets,Jackets Child,1,367.18,0.24,9.12,14.24
ORD100610,2023-08-29,Amanda Mcdowell,France,Home,Furniture,Furniture Large,5,639.76,0.2,18.55,574.61
ORD100611,2024-08-11,Nancy Ramos,France,Electronics,Accessories,Accessories Room,5,942.2,0.11,36.83,693.41
ORD100612,2025-02-23,John Heath,USA,Home,Furniture,Furniture Something,1,570.08,0.19,46.05,77.96
ORD100613,2025-04-29,Alexis Padilla,UK,Home,Kitchen,Kitchen Soldier,5,950.33,0.22,33.31,818.39
ORD100614,2023-10-22,Paul Wolfe,France,Clothing,Shirts,Shirts Reach,6,673.83,0.16,29.86,341.45
ORD100615,2025-02-26,William Thompson,Canada,Home,Decor,Decor Loss,10,870.17,0.25,37.53,1892.01
ORD100616,2024-07-30,Thomas Harris,Germany,Electronics,Accessories,Accessories Compare,7,534.51,0.15,23.11,282.83
ORD100617,2023-11-11,Mr. David Perry,USA,Clothing,Shoes,Shoes Prepare,1,191.71,0.12,19.64,19.71
ORD100618,2024-09-27,Sara Wilson,France,Home,Furniture,Furniture Decision,3,293.62,0.24,37.35,91.06
ORD100619,2024-03-27,Valerie Cunningham,USA,Clothing,Shirts,Shirts Then,7,915.17,0.05,27.27,813.68
ORD100620,2024-08-25,Terry Meza,India,Clothing,Jackets,Jackets Challenge,6,894.78,0.24,11.53,1213.57
ORD100621,2024-10-21,Jamie Frederick,Australia,Electronics,Laptops,Laptops Baby,9,216.45,0.24,8.23,229.88
ORD100622,2023-09-24,Wesley Wilson,UK,Electronics,Accessories,Accessories Rock,10,983.67,0.28,44.5,881.85
ORD100623,2023-12-10,Leah Bowen,USA,Clothing,Jackets,Jackets Truth,3,519.89,0.23,41.45,124.3
ORD100624,2025-06-13,Karen Chapman,France,Home,Kitchen,Kitchen Past,1,595.76,0.1,48.52,76.99
ORD100625,2023-06-27,Brandon Warren,USA,Clothing,Shoes,Shoes Employee,9,127.14,0.21,40.56,53.96
ORD100626,2024-05-12,Christy Patel,India,Clothing,Shoes,Shoes Exist,3,245.22,0.16,23.66,104.02
ORD100627,2024-09-26,Derek Montgomery,India,Home,Furniture,Furniture For,8,651.96,0.13,26.49,1062.95
ORD100628,2024-01-16,Nichole Evans,Germany,Home,Kitchen,Kitchen Process,1,80.21,0.13,5.11,4.99
ORD100629,2025-03-16,Amanda Phillips,France,Electronics,Laptops,Laptops Might,8,524.26,0.08,23.64,1106.24
ORD100630,2023-07-08,Troy Williamson,Australia,Electronics,Phones,Phones After,6,914.46,0.13,22.59,442.57
ORD100631,2024-10-29,Tanya Wood,UK,Electronics,Accessories,Accessories Floor,3,771.39,0.02,17.39,539.65
ORD100632,2023-08-27,Laura Martinez,Australia,Clothing,Shirts,Shirts Sort,2,989.41,0.14,12.43,201.28
ORD100633,2024-09-17,Lauren Perry,India,Home,Decor,Decor Identify,8,307.68,0.16,42.5,168.73
ORD100634,2024-10-23,Denise Young,France,Clothing,Jackets,Jackets Us,4,860.81,0.05,40.36,584.23
ORD100635,2024-04-28,Ivan Hamilton,India,Home,Furniture,Furniture Serious,3,99.86,0.19,36.39,20.97
ORD100636,2023-09-07,Emily Tucker,Australia,Electronics,Phones,Phones Everything,8,864.4,0.2,23.61,1501.54
ORD100637,2024-06-22,Cindy Stanley,India,Clothing,Jackets,Jackets Charge,5,148.16,0.08,31.61,140.49
ORD100638,2024-08-26,Brian Morrison,USA,Electronics,Phones,Phones Support,3,255.18,0.14,47.09,40.78
ORD100639,2025-04-27,Jessica Martin,USA,Clothing,Shirts,Shirts Around,4,634.37,0.13,9.48,366.89
ORD100640,2023-07-20,Tammy Dean,UK,Clothing,Jackets,Jackets Street,2,284.65,0.09,12.76,48.54
ORD100641,2024-08-05,Dawn Ortiz,USA,Home,Decor,Decor Study,4,267.24,0.25,22.19,159.07
ORD100642,2025-04-18,James Tanner,Germany,Electronics,Phones,Phones I,4,634.35,0.03,33.28,720.75
ORD100643,2024-12-16,David Taylor,Australia,Electronics,Accessories,Accessories Agency,6,833.07,0.11,32.93,504.75
ORD100644,2023-10-11,Preston Galvan,Germany,Home,Furniture,Furniture We,8,51.17,0.02,39.66,72.38
ORD100645,2024-08-30,Casey Park,India,Home,Decor,Decor I,10,993.11,0.06,34.47,2742.69
ORD100646,2023-11-24,Annette Cross,USA,Electronics,Laptops,Laptops Dream,8,883.26,0.05,21.44,1754.76
ORD100647,2024-03-31,Herbert Walker,Germany,Electronics,Laptops,Laptops Just,1,493.79,0.19,44.95,43.45
ORD100648,2024-05-20,Rachael Johnson,USA,Clothing,Shirts,Shirts Behind,3,174.8,0.01,40.41,87.47
ORD100649,2024-10-18,Janice Davis,France,Electronics,Laptops,Laptops Worker,10,406.25,0.23,34.85,211.69
ORD100650,2024-06-08,Steven Wilson,France,Home,Decor,Decor Give,4,257.61,0.04,16.55,108.08
ORD100651,2025-06-20,David Andrade,Australia,Home,Decor,Decor Various,5,971.37,0.17,38.79,338.08
ORD100652,2025-03-05,Christine Burns,France,Clothing,Jackets,Jackets Government,6,923.8,0.16,22.79,862.56
ORD100653,2025-02-23,Brandy Rios,UK,Home,Furniture,Furniture Open,8,948.29,0.08,28.2,500.16
ORD100654,2024-07-09,Austin Wells,Canada,Clothing,Shirts,Shirts Across,10,144.06,0.26,33.33,165.21
ORD100655,2024-08-14,Tara Sweeney,Australia,Clothing,Shirts,Shirts Apply,2,620.31,0.02,8.48,106.21
ORD100656,2023-12-22,Denise Greene,UK,Electronics,Accessories,Accessories Discuss,6,809.04,0.17,9.59,299.28
ORD100657,2024-05-23,Eric Nelson,UK,Home,Kitchen,Kitchen Ability,8,325.25,0.29,21.1,442.87
ORD100658,2023-07-26,Michael Thomas,India,Home,Decor,Decor Reach,7,274.07,0.25,44.39,278.23
ORD100659,2024-07-18,James Daniel,India,Home,Decor,Decor Information,10,864.49,0.23,16.85,859.52
ORD100660,2024-08-16,Charles Taylor,Germany,Home,Furniture,Furniture Play,4,500.85,0.07,8.65,534.19
ORD100661,2024-08-16,Teresa Moore,India,Home,Kitchen,Kitchen Society,9,65.93,0.09,9.72,126.88
ORD100662,2024-10-13,Carrie Anderson,France,Electronics,Phones,Phones Large,1,174.51,0.12,14.08,12.09
ORD100663,2024-08-08,Barbara Kaufman,Canada,Electronics,Accessories,Accessories Try,5,642.25,0.07,25.3,442.3
ORD100664,2023-11-23,Paul Wilson,Australia,Electronics,Laptops,Laptops Learn,9,135.17,0.0,17.14,149.76
ORD100665,2025-04-18,Christy Morales,India,Clothing,Shirts,Shirts Program,10,16.29,0.05,18.57,43.8
ORD100666,2024-08-07,Maureen Burke,UK,Clothing,Jackets,Jackets Camera,4,193.08,0.22,5.14,118.68
ORD100667,2024-03-13,Debra Sanchez,India,Clothing,Jackets,Jackets Before,8,492.24,0.11,32.24,922.09
ORD100668,2024-12-05,Carrie Watkins,USA,Electronics,Laptops,Laptops Single,9,170.54,0.04,49.7,317.3
ORD100669,2024-05-09,Hayden Miller,UK,Home,Kitchen,Kitchen Enjoy,3,217.46,0.0,19.2,154.07
ORD100670,2023-12-20,James Grant,India,Electronics,Laptops,Laptops Teacher,1,90.91,0.16,18.06,9.97
ORD100671,2024-11-02,Susan Mitchell,France,Clothing,Shoes,Shoes Standard,7,169.55,0.07,38.59,182.09
ORD100672,2023-11-27,Carrie Ramos,India,Home,Decor,Decor Base,6,993.53,0.25,31.05,1215.63
ORD100673,2024-01-08,Troy Sanchez,Canada,Electronics,Phones,Phones Campaign,5,879.2,0.0,20.3,1269.95
ORD100674,2024-08-01,Dr. Victor Doyle DDS,France,Home,Kitchen,Kitchen Fast,2,136.89,0.03,30.64,30.28
ORD100675,2024-01-28,Scott Francis,Germany,Home,Furniture,Furniture Head,3,230.59,0.02,12.33,34.98
ORD100676,2023-12-11,Amanda Ramirez,France,Electronics,Laptops,Laptops Oil,9,827.5,0.16,17.11,1807.15
ORD100677,2024-01-21,Ann Newton,Germany,Home,Furniture,Furniture Side,7,872.53,0.13,43.29,1462.17
ORD100678,2024-01-19,Karen Wood,USA,Home,Furniture,Furniture Marriage,7,115.46,0.27,10.16,72.74
ORD100679,2025-03-21,Douglas Moreno,Germany,Home,Kitchen,Kitchen Idea,6,555.52,0.15,34.58,373.62
ORD100680,2023-10-31,Stephanie Hodges,India,Clothing,Jackets,Jackets Personal,10,108.84,0.21,39.13,46.21
ORD100681,2024-01-18,Meredith Lewis,Germany,Home,Decor,Decor Shake,5,812.96,0.07,23.04,210.2
ORD100682,2024-07-20,Eric Cook,France,Home,Furniture,Furniture Seven,9,981.0,0.14,48.8,474.42
ORD100683,2024-10-16,Caleb Dunn,India,Clothing,Shoes,Shoes Keep,4,226.46,0.28,29.41,133.34
ORD100684,2024-05-23,Susan Dillon,Australia,Clothing,Shirts,Shirts Get,4,975.51,0.05,22.22,278.11
ORD100685,2024-12-04,Michael Montgomery,Germany,Clothing,Shoes,Shoes Sister,4,433.39,0.14,24.53,433.87
ORD100686,2023-11-06,Jeff Dickerson,Australia,Electronics,Accessories,Accessories Do,10,393.79,0.06,29.45,652.44
ORD100687,2024-06-14,David Vega,Germany,Clothing,Shirts,Shirts Man,10,57.43,0.23,24.51,60.47
ORD100688,2024-07-15,Louis Rhodes,Canada,Electronics,Laptops,Laptops Cost,8,477.09,0.1,11.55,679.07
ORD100689,2024-07-30,Jennifer Wilson,France,Home,Furniture,Furniture May,5,176.46,0.19,18.94,133.73
ORD100690,2023-12-03,Jessica Kelly,USA,Clothing,Jackets,Jackets Require,6,151.87,0.08,41.59,151.06
ORD100691,2024-12-10,Charles Harrell,UK,Clothing,Jackets,Jackets Industry,10,792.93,0.05,14.41,910.8
ORD100692,2025-05-11,Johnny Thomas,India,Electronics,Laptops,Laptops Seem,9,758.78,0.08,48.27,1343.9
ORD100693,2024-10-09,Chad Hoffman,India,Clothing,Shoes,Shoes Manage,3,72.52,0.14,36.28,21.54
ORD100694,2025-05-13,Kevin Lambert,France,Home,Kitchen,Kitchen Amount,5,590.86,0.07,47.77,219.39
ORD100695,2023-07-06,Linda Francis,Canada,Clothing,Shirts,Shirts Though,6,696.41,0.09,7.6,586.34
ORD100696,2023-11-09,Ann Cherry,UK,Clothing,Jackets,Jackets Truth,8,818.13,0.24,45.87,1408.87
ORD100697,2025-02-08,Andrew Young,Australia,Home,Kitchen,Kitchen Final,8,566.18,0.24,26.49,493.9
ORD100698,2024-06-09,Trevor Ramsey,Germany,Home,Decor,Decor Standard,1,131.42,0.05,19.71,34.28
ORD100699,2024-08-29,Jeffrey Torres,UK,Home,Kitchen,Kitchen Involve,6,268.37,0.16,5.96,239.87
ORD100700,2025-03-25,Briana Butler,Germany,Electronics,Phones,Phones Once,5,438.68,0.07,28.03,414.42
ORD100701,2024-06-17,Rachel Burton,USA,Clothing,Shoes,Shoes Cause,2,82.06,0.2,35.22,28.72
ORD100702,2025-01-03,Dr. Roy Perez PhD,Germany,Electronics,Laptops,Laptops Candidate,5,712.84,0.17,41.93,593.58
ORD100703,2025-05-25,Eric Kennedy,USA,Electronics,Laptops,Laptops Tree,6,798.29,0.19,26.66,421.23
ORD100704,2024-01-28,Casey Thomas,UK,Home,Kitchen,Kitchen Other,7,646.35,0.25,15.16,613.22
ORD100705,2024-04-05,Kevin Morgan,France,Clothing,Shoes,Shoes Right,5,636.83,0.1,18.43,716.51
ORD100706,2024-01-17,Jennifer Ramos,Germany,Home,Furniture,Furniture Fill,5,166.05,0.14,29.23,158.63
ORD100707,2025-03-09,Rhonda Schneider,USA,Home,Kitchen,Kitchen Plant,6,535.65,0.29,26.86,629.32
ORD100708,2024-03-14,Diana Stewart,UK,Clothing,Shirts,Shirts Role,6,516.12,0.07,38.27,351.32
ORD100709,2024-12-07,Rebecca Sullivan,Australia,Clothing,Jackets,Jackets Election,3,157.54,0.18,26.7,70.85
ORD100710,2023-07-23,Nicole Williamson,India,Electronics,Laptops,Laptops Enough,4,809.29,0.29,26.93,633.84
ORD100711,2024-11-02,Kristina Holt,USA,Clothing,Jackets,Jackets Suggest,1,514.12,0.02,19.02,121.33
ORD100712,2024-06-11,Kara Hudson,Germany,Home,Kitchen,Kitchen Current,10,361.68,0.28,14.0,627.94
ORD100713,2023-10-23,Catherine Swanson,France,Electronics,Accessories,Accessories A,1,63.24,0.1,13.45,12.37
ORD100714,2023-10-31,Yvonne Dunn,USA,Home,Kitchen,Kitchen His,1,550.61,0.27,5.67,27.76
ORD100715,2024-06-24,Samuel Frank,UK,Electronics,Accessories,Accessories Term,8,784.87,0.06,41.7,1694.98
ORD100716,2023-11-14,Mike Stone,UK,Clothing,Shirts,Shirts Might,4,509.09,0.1,28.84,371.38
ORD100717,2023-12-02,Debbie Frost,Canada,Home,Furniture,Furniture Public,5,760.44,0.25,5.42,297.95
ORD100718,2024-06-05,Rachel Aguilar DVM,France,Electronics,Phones,Phones Even,9,126.61,0.24,26.85,86.15
ORD100719,2024-09-16,Melinda Adams,France,Electronics,Laptops,Laptops Lawyer,1,951.17,0.06,28.64,76.63
ORD100720,2023-10-15,Mrs. Mary Pena DDS,Canada,Electronics,Phones,Phones Deal,4,358.79,0.22,35.84,308.11
ORD100721,2023-12-07,Roberto Saunders,UK,Clothing,Shoes,Shoes Value,8,532.11,0.11,22.32,498.72
ORD100722,2024-04-19,Stephanie Henderson,Germany,Electronics,Phones,Phones System,10,539.52,0.0,31.43,610.99
ORD100723,2025-04-14,Erin Hancock,France,Electronics,Phones,Phones Smile,6,557.51,0.01,40.93,487.69
ORD100724,2024-08-31,Jason Martinez,France,Clothing,Jackets,Jackets Heart,4,872.19,0.14,13.74,833.22
ORD100725,2023-08-27,Cody Payne,Germany,Home,Kitchen,Kitchen Attorney,8,253.26,0.16,30.74,397.23
ORD100726,2024-02-16,Carl Ross,USA,Home,Decor,Decor Movement,7,689.05,0.18,7.78,829.41
ORD100727,2024-06-11,Timothy Rocha,Australia,Electronics,Accessories,Accessories Voice,8,527.21,0.13,10.31,478.69
ORD100728,2023-11-10,Robert Lozano,UK,Clothing,Shirts,Shirts And,6,553.82,0.27,24.84,300.69
ORD100729,2024-08-13,Victor Robertson,USA,Home,Kitchen,Kitchen Success,7,613.75,0.19,13.9,318.7
ORD100730,2023-12-25,Brandon Mills,Germany,Clothing,Shirts,Shirts Instead,10,43.77,0.28,37.75,65.51
ORD100731,2024-08-10,Alice Gilmore,Australia,Clothing,Shoes,Shoes Agency,6,283.03,0.21,5.21,314.98
ORD100732,2024-11-13,Gail Green,Canada,Home,Kitchen,Kitchen As,7,163.99,0.28,9.22,186.87
ORD100733,2023-12-20,Mrs. Michelle Lang,Canada,Clothing,Shirts,Shirts Figure,2,610.4,0.22,42.45,267.23
ORD100734,2024-06-28,Seth Lane,India,Electronics,Laptops,Laptops Cold,9,149.79,0.13,34.07,207.03
ORD100735,2024-08-06,Brian Phillips,Canada,Clothing,Jackets,Jackets Important,2,198.83,0.07,44.55,31.52
ORD100736,2024-05-15,William Reyes,France,Clothing,Shirts,Shirts Career,9,327.26,0.06,42.62,537.22
ORD100737,2024-09-23,Joseph Ortega,USA,Electronics,Laptops,Laptops Despite,7,470.53,0.01,36.79,556.77
ORD100738,2024-11-23,Abigail Le,Canada,Electronics,Laptops,Laptops Role,3,356.3,0.19,10.15,64.56
ORD100739,2024-11-26,Adam Jones,UK,Electronics,Accessories,Accessories Thing,5,32.18,0.19,46.9,26.53
ORD100740,2025-04-15,Rodney Thompson,France,Clothing,Shirts,Shirts Officer,9,822.04,0.03,49.38,1942.65
ORD100741,2025-04-21,Heather Hampton,Canada,Electronics,Accessories,Accessories Entire,9,707.0,0.15,38.68,306.16
ORD100742,2023-12-19,Kevin Butler,UK,Home,Kitchen,Kitchen Class,7,379.92,0.09,48.26,219.83
ORD100743,2023-07-24,Cody Smith,Germany,Clothing,Shoes,Shoes Decade,3,560.72,0.1,13.05,259.06
ORD100744,2024-11-07,Nancy Montgomery,France,Home,Kitchen,Kitchen Fire,9,576.64,0.01,46.55,578.54
ORD100745,2024-01-19,Catherine Watson,UK,Clothing,Shoes,Shoes Involve,7,81.17,0.2,7.97,49.27
ORD100746,2024-12-08,Micheal Thomas,UK,Clothing,Shoes,Shoes Technology,2,884.91,0.15,25.67,272.5
ORD100747,2025-06-16,Rebecca Johnson,France,Clothing,Jackets,Jackets Pull,10,98.14,0.14,44.02,252.14
ORD100748,2023-10-08,Phillip Wagner,India,Electronics,Accessories,Accessories Old,7,531.61,0.2,38.38,264.72
ORD100749,2025-06-25,Cesar Lester,Germany,Clothing,Shirts,Shirts Figure,7,617.43,0.08,20.27,433.16
ORD100750,2024-04-03,Laura Wilson,Canada,Clothing,Jackets,Jackets Member,5,312.15,0.05,9.58,288.18
ORD100751,2024-03-08,Robert Powers,USA,Clothing,Shoes,Shoes Number,4,444.92,0.1,7.64,298.12
ORD100752,2024-10-20,Jennifer Foster,USA,Electronics,Phones,Phones Positive,10,489.1,0.22,19.52,347.22
ORD100753,2023-06-27,Katherine Hall,USA,Clothing,Shirts,Shirts Four,8,149.13,0.15,41.1,121.19
ORD100754,2025-01-23,Dennis Chavez,Canada,Electronics,Laptops,Laptops Scene,10,375.76,0.24,33.89,377.62
ORD100755,2024-01-05,Christopher Oliver,Australia,Home,Furniture,Furniture How,1,199.02,0.11,36.81,49.63
ORD100756,2025-06-05,Vanessa Klein,India,Electronics,Phones,Phones Program,9,433.32,0.09,5.95,203.68
ORD100757,2023-06-27,Cody Tran,Australia,Clothing,Jackets,Jackets Most,10,905.38,0.26,15.33,1126.37
ORD100758,2025-05-25,Kyle Kelly,UK,Clothing,Shoes,Shoes Million,8,962.3,0.03,44.24,1958.12
ORD100759,2025-05-12,Laurie Diaz,France,Electronics,Phones,Phones Whether,2,940.92,0.24,6.81,255.02
ORD100760,2024-06-05,Michael Dixon,UK,Clothing,Jackets,Jackets No,10,899.37,0.13,18.34,920.89
ORD100761,2025-01-04,Gerald Brown,Canada,Home,Kitchen,Kitchen Attorney,8,205.94,0.26,14.56,92.19
ORD100762,2023-08-05,Laura Mack,India,Clothing,Shirts,Shirts Whatever,3,85.07,0.17,38.68,14.27
ORD100763,2025-04-10,Kelsey Garcia,India,Electronics,Accessories,Accessories Instead,6,313.46,0.12,13.8,116.17
ORD100764,2025-03-27,Donald Bradshaw,Canada,Clothing,Jackets,Jackets Little,1,200.5,0.03,47.68,13.85
ORD100765,2024-06-10,Katherine Alvarado,India,Electronics,Accessories,Accessories Smile,7,79.5,0.3,48.83,23.04
ORD100766,2023-10-15,Joseph Woods,Australia,Home,Decor,Decor Production,2,673.41,0.08,15.61,333.59
ORD100767,2024-07-13,Jacob Powers,Canada,Home,Kitchen,Kitchen Outside,2,340.34,0.18,23.03,141.77
ORD100768,2025-06-08,Richard Brown,India,Clothing,Shirts,Shirts Field,2,487.71,0.04,9.24,117.35
ORD100769,2024-03-06,Derek Shepherd,Canada,Clothing,Jackets,Jackets Understand,8,70.28,0.03,37.25,83.09
ORD100770,2024-09-29,Gary Martin,USA,Home,Furniture,Furniture Model,4,514.52,0.07,43.2,121.36
ORD100771,2025-01-10,Cindy Byrd,Canada,Home,Kitchen,Kitchen Large,5,420.63,0.12,7.19,145.15
